MON,오므라이스,꼬지어묵국,미트볼스파게티,양념감자튀김,그릴드버섯샐러드,x,배추김치,오렌지,셀프계란후라이,모닝빵&딸기잼,구운파래김/숭늉
TUE,백미밥,닭개장,생선까스&유자타르,돼지고기마파두부,치커리겉절이,우엉조림,배추김치,플레인요거트,셀프계란후라이,모닝빵&딸기잼,구운파래김/숭늉
WED,백미밥,소고기샤브샤브국,돼지고기김치찜,한식잡채,비름나물무침,간장고추지,깍두기,흑임자두부샐러드,셀프계란후라이,모닝빵&딸기잼,구운파래김/숭늉
THU,백미밥,아욱된장국,안동찜닭,야채비빔만두,미역줄기볶음,오이피클,배추김치,콘샐러드,셀프계란후라이,모닝빵&딸기잼,구운파래김/숭늉
FRI,백미밥,얼큰이칼국수,떡갈비조림,해물파전,참나물겉절이,오복지,배추겉절이,꽃맛살샐러드,셀프계란후라이,모닝빵&딸기잼,구운파래김/숭늉
